order_id,order_date,brand,model_name,category,gender,size,color,base_price_usd,discount_percent,final_price_usd,units_sold,revenue_usd,payment_method,sales_channel,country,customer_income_level,customer_rating,price_category,discount_applied_status
ORD103355,11-03-2025,New Balance,Model-116,Lifestyle,Men,11,Black,83,30,58.1,2,116.2,Bank Transfer,Online,UK,High,3.6,Low,1
ORD103356,22-10-2025,Reebok,Model-160,Training,Unisex,11,White,133,20,106.4,3,319.2,Cash,Retail Store,UAE,Low,3.1,Mid,1
ORD103357,23-01-2019,Reebok,Model-530,Training,Unisex,9,White,102,10,91.8,1,91.8,Bank Transfer,Retail Store,UAE,Low,4.3,Mid,1
ORD103358,17-02-2019,Nike,Model-848,Training,Women,9,White,148,0,148.0,3,444.0,Cash,Retail Store,UK,High,4.5,Mid,0
ORD103359,22-05-2024,Puma,Model-689,Basketball,Unisex,6,Red,81,0,81.0,2,162.0,Wallet,Retail Store,UAE,Medium,3.9,Mid,0
ORD103360,29-06-2026,Puma,Model-435,Training,Men,11,Red,149,20,119.2,2,238.4,Bank Transfer,Online,India,Medium,3.1,Mid,1
ORD103361,31-08-2023,New Balance,Model-233,Lifestyle,Unisex,9,Red,211,15,179.35,3,538.05,Card,Online,UK,High,4.4,High,1
ORD103362,05-03-2018,ASICS,Model-524,Basketball,Men,8,White,85,20,68.0,3,204.0,Bank Transfer,Online,USA,Medium,4.0,Low,1
ORD103363,13-02-2019,ASICS,Model-754,Lifestyle,Men,7,Grey,142,10,127.8,1,127.8,Card,Retail Store,UAE,Medium,3.9,Mid,1
ORD103364,19-07-2021,Nike,Model-278,Training,Men,7,Red,90,10,81.0,1,81.0,Wallet,Online,India,Medium,3.3,Mid,1
ORD103365,26-10-2025,ASICS,Model-172,Gym,Women,8,White,191,5,181.45,3,544.35,Cash,Online,Germany,Low,4.7,High,1
ORD103366,18-06-2019,Reebok,Model-118,Gym,Men,6,Black,157,5,149.15,3,447.45,Wallet,Online,India,Medium,3.2,Mid,1
ORD103367,22-01-2021,New Balance,Model-244,Gym,Men,7,Grey,80,5,76.0,3,228.0,Bank Transfer,Online,Germany,High,4.0,Mid,1
ORD103368,16-05-2024,Reebok,Model-392,Lifestyle,Men,10,Black,124,10,111.6,1,111.6,Bank Transfer,Online,India,High,3.3,Mid,1
ORD103369,01-12-2024,Puma,Model-300,Basketball,Unisex,9,Blue,218,30,152.6,3,457.8,Wallet,Online,UK,Low,3.4,High,1
ORD103370,24-02-2025,Adidas,Model-577,Lifestyle,Unisex,10,White,203,20,162.4,1,162.4,Cash,Retail Store,Pakistan,Medium,3.2,High,1
ORD103371,14-12-2022,Puma,Model-398,Training,Unisex,11,Blue,114,15,96.9,4,387.6,Wallet,Online,UK,Medium,3.7,Mid,1
ORD103372,07-03-2021,New Balance,Model-106,Gym,Men,9,White,197,30,137.9,3,413.7,Card,Retail Store,India,Medium,3.9,Mid,1
ORD103373,08-12-2023,New Balance,Model-707,Lifestyle,Women,8,Blue,168,15,142.8,1,142.8,Cash,Online,USA,Low,3.3,Mid,1
ORD103374,07-10-2022,Reebok,Model-270,Gym,Men,11,Blue,149,5,141.55,4,566.2,Card,Online,UK,Low,3.2,Mid,1
ORD103375,02-09-2019,Adidas,Model-967,Lifestyle,Men,11,Blue,158,15,134.3,1,134.3,Bank Transfer,Retail Store,Germany,Low,3.5,Mid,1
ORD103376,23-12-2018,New Balance,Model-865,Lifestyle,Men,11,Red,104,0,104.0,4,416.0,Card,Retail Store,Pakistan,Low,4.6,Mid,0
ORD103377,28-01-2019,Adidas,Model-213,Gym,Women,9,White,149,30,104.3,4,417.2,Cash,Retail Store,India,High,3.5,Mid,1
ORD103378,08-10-2020,Puma,Model-922,Basketball,Unisex,7,White,184,20,147.2,1,147.2,Wallet,Retail Store,USA,Medium,4.9,Mid,1
ORD103379,24-02-2023,Reebok,Model-758,Lifestyle,Unisex,11,Red,161,0,161.0,4,644.0,Wallet,Retail Store,Germany,Medium,4.0,High,0
ORD103380,25-07-2020,ASICS,Model-822,Running,Unisex,9,Grey,161,30,112.7,3,338.1,Cash,Online,Germany,Medium,3.5,Mid,1
ORD103381,15-01-2021,New Balance,Model-596,Basketball,Women,8,Grey,120,15,102.0,3,306.0,Card,Retail Store,UAE,Medium,4.3,Mid,1
ORD103382,13-03-2026,Reebok,Model-806,Gym,Men,7,White,98,0,98.0,3,294.0,Cash,Online,Pakistan,High,3.0,Mid,0
ORD103383,11-04-2025,Reebok,Model-382,Running,Unisex,10,Grey,209,30,146.3,4,585.2,Cash,Online,UAE,High,4.4,Mid,1
ORD103384,24-11-2021,Puma,Model-281,Running,Unisex,6,Grey,214,20,171.2,2,342.4,Bank Transfer,Retail Store,India,High,5.0,High,1
ORD103385,29-07-2026,Nike,Model-921,Running,Women,10,Black,69,10,62.1,4,248.4,Cash,Online,Pakistan,High,3.9,Low,1
ORD103386,25-07-2021,Nike,Model-873,Gym,Men,9,Blue,63,15,53.55,4,214.2,Cash,Online,Pakistan,Low,3.5,Low,1
ORD103387,17-05-2023,Nike,Model-161,Running,Women,7,Red,117,20,93.6,3,280.8,Wallet,Online,UK,Medium,5.0,Mid,1
ORD103388,27-10-2022,New Balance,Model-576,Lifestyle,Men,9,Blue,186,5,176.7,1,176.7,Wallet,Retail Store,USA,Low,4.6,High,1
ORD103389,05-01-2020,Adidas,Model-351,Gym,Unisex,7,Grey,135,15,114.75,2,229.5,Wallet,Retail Store,Pakistan,High,3.3,Mid,1
ORD103390,12-05-2022,Reebok,Model-519,Gym,Men,6,White,212,10,190.8,2,381.6,Bank Transfer,Retail Store,Pakistan,Low,4.5,High,1
ORD103391,17-09-2021,Reebok,Model-106,Running,Unisex,8,Black,146,10,131.4,3,394.2,Wallet,Retail Store,India,High,3.7,Mid,1
ORD103392,22-09-2019,ASICS,Model-223,Basketball,Unisex,11,Black,204,5,193.8,1,193.8,Wallet,Retail Store,Pakistan,Medium,4.5,High,1
ORD103393,31-10-2019,ASICS,Model-343,Running,Men,11,Black,71,0,71.0,1,71.0,Wallet,Online,Germany,High,3.4,Low,0
ORD103394,23-08-2024,Adidas,Model-396,Running,Women,6,Red,123,10,110.7,4,442.8,Card,Online,UK,Medium,4.8,Mid,1
ORD103395,01-01-2024,Nike,Model-784,Training,Women,7,Black,174,0,174.0,1,174.0,Wallet,Retail Store,USA,High,4.5,High,0
ORD103396,24-02-2018,Reebok,Model-682,Lifestyle,Women,6,White,138,0,138.0,1,138.0,Card,Online,Pakistan,Low,3.5,Mid,0
ORD103397,03-03-2021,Puma,Model-266,Lifestyle,Unisex,7,Red,158,30,110.6,3,331.8,Card,Online,UAE,High,3.4,Mid,1
ORD103398,12-07-2026,ASICS,Model-680,Training,Women,8,Black,171,5,162.45,1,162.45,Cash,Retail Store,India,Medium,4.0,High,1
ORD103399,20-01-2020,Nike,Model-214,Running,Men,11,Grey,117,20,93.6,3,280.8,Bank Transfer,Retail Store,UAE,Medium,3.2,Mid,1
ORD103400,09-07-2022,ASICS,Model-368,Lifestyle,Women,10,Blue,77,5,73.15,3,219.45,Bank Transfer,Retail Store,UK,Medium,4.8,Low,1
ORD103401,15-02-2026,Adidas,Model-602,Running,Women,6,White,102,30,71.4,2,142.8,Bank Transfer,Online,UK,Medium,4.4,Low,1
ORD103402,22-04-2019,Adidas,Model-659,Basketball,Unisex,7,Black,196,20,156.8,1,156.8,Wallet,Online,Germany,Low,3.9,High,1
ORD103403,28-09-2018,Reebok,Model-630,Running,Women,9,Red,70,30,49.0,4,196.0,Bank Transfer,Retail Store,UK,High,4.4,Low,1
ORD103404,27-04-2019,ASICS,Model-215,Basketball,Women,11,Black,133,20,106.4,1,106.4,Bank Transfer,Retail Store,USA,Low,4.9,Mid,1
ORD103405,31-07-2025,New Balance,Model-321,Basketball,Men,11,White,216,15,183.6,3,550.8,Card,Retail Store,UAE,High,3.2,High,1
ORD103406,02-05-2023,Puma,Model-958,Lifestyle,Unisex,7,White,211,30,147.7,3,443.1,Card,Online,Germany,High,3.3,Mid,1
ORD103407,28-07-2023,ASICS,Model-562,Training,Men,8,Grey,186,0,186.0,1,186.0,Wallet,Online,Pakistan,Low,4.9,High,0
ORD103408,22-03-2021,ASICS,Model-713,Lifestyle,Unisex,7,Red,97,0,97.0,4,388.0,Wallet,Online,Germany,High,4.8,Mid,0
ORD103409,10-11-2026,Puma,Model-403,Lifestyle,Unisex,8,Blue,171,15,145.35,3,436.05,Cash,Online,UK,Medium,4.9,Mid,1
ORD103410,30-09-2025,Reebok,Model-533,Lifestyle,Men,7,Grey,147,5,139.65,4,558.6,Card,Retail Store,Germany,Medium,3.8,Mid,1
ORD103411,02-02-2026,New Balance,Model-434,Training,Unisex,7,White,120,15,102.0,4,408.0,Bank Transfer,Online,USA,High,3.9,Mid,1
ORD103412,29-05-2023,ASICS,Model-347,Basketball,Unisex,6,Grey,145,10,130.5,3,391.5,Cash,Online,Germany,Medium,3.5,Mid,1
ORD103413,25-04-2020,Nike,Model-952,Gym,Men,8,Blue,109,15,92.65,4,370.6,Cash,Online,USA,Medium,4.7,Mid,1
ORD103414,22-02-2023,Adidas,Model-921,Gym,Women,6,Blue,171,15,145.35,2,290.7,Wallet,Retail Store,Germany,High,3.5,Mid,1
ORD103415,18-06-2019,Reebok,Model-771,Running,Women,11,Blue,183,20,146.4,3,439.2,Cash,Online,USA,Medium,4.9,Mid,1
ORD103416,14-09-2026,Puma,Model-777,Training,Men,11,Black,166,20,132.8,3,398.4,Card,Retail Store,UK,Medium,3.7,Mid,1
ORD103417,08-06-2026,Puma,Model-542,Basketball,Unisex,9,White,125,10,112.5,3,337.5,Wallet,Online,Germany,Low,4.0,Mid,1
ORD103418,01-10-2026,Adidas,Model-779,Gym,Unisex,10,Grey,161,0,161.0,3,483.0,Card,Retail Store,USA,Low,3.3,High,0
ORD103419,18-07-2025,New Balance,Model-110,Basketball,Unisex,6,Blue,147,0,147.0,3,441.0,Bank Transfer,Retail Store,India,Medium,4.3,Mid,0
ORD103420,25-04-2025,Puma,Model-907,Training,Women,8,Grey,100,10,90.0,2,180.0,Bank Transfer,Online,USA,Medium,4.6,Mid,1
ORD103421,23-01-2021,New Balance,Model-700,Lifestyle,Unisex,10,Red,107,15,90.95,3,272.85,Wallet,Retail Store,UK,Low,4.1,Mid,1
ORD103422,10-08-2024,New Balance,Model-211,Training,Men,9,White,211,20,168.8,4,675.2,Card,Retail Store,USA,Low,4.3,High,1
ORD103423,20-09-2022,Puma,Model-357,Basketball,Unisex,11,Blue,124,30,86.8,1,86.8,Wallet,Online,Pakistan,High,3.4,Mid,1
ORD103424,14-05-2025,New Balance,Model-309,Running,Men,6,Red,134,20,107.2,3,321.6,Bank Transfer,Retail Store,India,High,3.2,Mid,1
ORD103425,07-04-2022,Puma,Model-599,Gym,Unisex,10,Grey,139,15,118.15,1,118.15,Bank Transfer,Online,Germany,High,3.4,Mid,1
ORD103426,15-08-2025,Reebok,Model-211,Basketball,Unisex,6,Black,139,20,111.2,3,333.6,Wallet,Retail Store,UAE,High,3.2,Mid,1
ORD103427,28-01-2022,Adidas,Model-234,Running,Women,6,Black,209,10,188.1,2,376.2,Bank Transfer,Online,UAE,Low,3.3,High,1
ORD103428,22-02-2023,Adidas,Model-273,Basketball,Men,7,Red,74,20,59.2,2,118.4,Card,Online,UAE,Low,3.8,Low,1
ORD103429,16-06-2025,ASICS,Model-160,Gym,Men,8,Blue,120,15,102.0,4,408.0,Wallet,Online,USA,Low,4.0,Mid,1
ORD103430,18-01-2023,Nike,Model-522,Basketball,Men,9,Red,136,5,129.2,2,258.4,Card,Online,Germany,Low,3.7,Mid,1
ORD103431,27-12-2019,Adidas,Model-846,Lifestyle,Women,8,White,89,0,89.0,2,178.0,Wallet,Online,Germany,Medium,3.9,Mid,0
ORD103432,19-03-2018,Reebok,Model-534,Basketball,Men,10,Red,212,15,180.2,2,360.4,Cash,Online,USA,Low,3.5,High,1
ORD103433,24-04-2021,Nike,Model-968,Running,Men,8,Grey,187,30,130.9,2,261.8,Cash,Online,Pakistan,High,4.8,Mid,1
ORD103434,01-02-2018,ASICS,Model-131,Gym,Men,6,White,162,10,145.8,2,291.6,Wallet,Retail Store,UK,Low,3.3,Mid,1
ORD103435,04-07-2023,Puma,Model-165,Training,Men,10,Red,86,15,73.1,1,73.1,Wallet,Online,Pakistan,Medium,3.2,Low,1
ORD103436,25-12-2024,Nike,Model-930,Running,Women,11,Red,169,5,160.55,1,160.55,Cash,Retail Store,Germany,Low,3.7,High,1
ORD103437,02-10-2019,Nike,Model-309,Lifestyle,Unisex,8,Black,132,30,92.4,1,92.4,Cash,Retail Store,USA,Medium,4.6,Mid,1
ORD103438,19-06-2024,Nike,Model-968,Running,Women,8,Black,192,20,153.6,3,460.8,Wallet,Online,India,Medium,3.1,High,1
ORD103439,04-08-2021,New Balance,Model-333,Lifestyle,Women,9,Blue,142,10,127.8,4,511.2,Bank Transfer,Retail Store,Pakistan,Medium,4.7,Mid,1
ORD103440,24-08-2018,Adidas,Model-400,Lifestyle,Unisex,7,Grey,117,10,105.3,2,210.6,Cash,Online,Pakistan,High,4.6,Mid,1
ORD103441,14-10-2024,ASICS,Model-952,Lifestyle,Women,6,White,202,15,171.7,4,686.8,Cash,Online,India,Low,4.1,High,1
ORD103442,26-06-2019,Nike,Model-966,Gym,Men,10,Blue,170,15,144.5,3,433.5,Cash,Retail Store,India,Low,3.8,Mid,1
ORD103443,15-08-2026,Nike,Model-209,Lifestyle,Women,10,Black,116,0,116.0,1,116.0,Bank Transfer,Retail Store,Pakistan,High,3.7,Mid,0
ORD103444,20-06-2019,Puma,Model-969,Running,Women,7,Blue,105,15,89.25,4,357.0,Bank Transfer,Retail Store,UK,Medium,3.1,Mid,1
ORD103445,25-05-2023,New Balance,Model-509,Basketball,Men,8,Grey,196,20,156.8,1,156.8,Cash,Retail Store,USA,High,3.9,High,1
ORD103446,20-09-2018,Adidas,Model-504,Basketball,Unisex,6,Grey,107,5,101.65,4,406.6,Card,Retail Store,UK,Medium,4.0,Mid,1
ORD103447,12-06-2023,ASICS,Model-804,Training,Men,11,White,84,20,67.2,4,268.8,Bank Transfer,Online,UAE,Low,4.9,Low,1
ORD103448,19-11-2021,Nike,Model-750,Basketball,Men,6,Blue,195,10,175.5,1,175.5,Bank Transfer,Retail Store,UK,High,4.7,High,1
ORD103449,10-04-2025,ASICS,Model-791,Training,Men,7,White,100,30,70.0,2,140.0,Wallet,Retail Store,UAE,Low,4.7,Low,1
ORD103450,24-11-2023,New Balance,Model-422,Running,Women,10,Red,151,0,151.0,3,453.0,Card,Retail Store,Pakistan,High,4.9,High,0
ORD103451,16-08-2022,ASICS,Model-351,Running,Men,8,Blue,209,30,146.3,1,146.3,Wallet,Retail Store,USA,Low,3.7,Mid,1
ORD103452,10-11-2021,Nike,Model-166,Basketball,Unisex,10,Grey,136,30,95.2,4,380.8,Bank Transfer,Retail Store,Germany,High,3.9,Mid,1
ORD103453,24-09-2023,Adidas,Model-343,Lifestyle,Women,10,White,70,10,63.0,1,63.0,Bank Transfer,Retail Store,UAE,Low,5.0,Low,1
ORD103454,01-03-2024,New Balance,Model-547,Training,Unisex,6,Black,107,30,74.9,3,224.7,Bank Transfer,Online,Pakistan,High,4.3,Low,1
ORD103455,25-07-2021,Puma,Model-648,Running,Men,11,Black,196,20,156.8,4,627.2,Card,Online,USA,High,3.7,High,1
ORD103456,06-04-2025,Nike,Model-753,Lifestyle,Men,11,White,106,30,74.2,3,222.6,Card,Online,UK,Medium,3.6,Low,1
ORD103457,24-03-2022,Reebok,Model-598,Basketball,Men,10,Blue,193,5,183.35,4,733.4,Cash,Online,UK,High,4.4,High,1
ORD103458,19-01-2025,Reebok,Model-835,Lifestyle,Unisex,6,Black,129,10,116.1,4,464.4,Wallet,Online,UAE,High,4.9,Mid,1
ORD103459,15-01-2019,ASICS,Model-237,Basketball,Unisex,7,Red,68,15,57.8,2,115.6,Wallet,Retail Store,Germany,High,3.9,Low,1
ORD103460,04-10-2022,ASICS,Model-312,Training,Men,7,Black,65,0,65.0,4,260.0,Cash,Retail Store,UAE,Low,4.5,Low,0
ORD103461,23-10-2018,Nike,Model-837,Lifestyle,Unisex,7,Red,164,30,114.8,4,459.2,Wallet,Retail Store,UK,Medium,5.0,Mid,1
ORD103462,02-03-2023,Nike,Model-700,Basketball,Men,11,Red,130,0,130.0,4,520.0,Bank Transfer,Retail Store,Pakistan,Low,3.8,Mid,0
ORD103463,24-03-2024,Adidas,Model-850,Basketball,Men,9,Black,171,15,145.35,1,145.35,Bank Transfer,Retail Store,Germany,High,3.9,Mid,1
ORD103464,25-02-2021,Nike,Model-501,Basketball,Men,7,Black,186,0,186.0,1,186.0,Cash,Online,UAE,High,4.0,High,0
ORD103465,25-07-2022,Nike,Model-341,Gym,Women,10,White,201,10,180.9,3,542.7,Card,Retail Store,UK,Low,4.6,High,1
ORD103466,08-10-2025,Nike,Model-369,Gym,Men,7,Grey,76,10,68.4,4,273.6,Cash,Online,Pakistan,Low,4.7,Low,1
ORD103467,11-08-2023,Nike,Model-743,Lifestyle,Men,8,Blue,193,5,183.35,1,183.35,Wallet,Online,India,Medium,5.0,High,1
ORD103468,14-02-2026,Reebok,Model-710,Running,Unisex,9,Grey,178,15,151.3,3,453.9,Card,Online,UK,Medium,4.9,High,1
ORD103469,22-05-2025,Puma,Model-507,Training,Women,11,Black,208,0,208.0,1,208.0,Wallet,Retail Store,USA,High,3.2,High,0
ORD103470,05-10-2023,Nike,Model-684,Basketball,Women,6,Blue,143,0,143.0,4,572.0,Cash,Online,USA,Low,4.5,Mid,0
ORD103471,14-03-2022,Puma,Model-922,Basketball,Women,7,Black,123,30,86.1,2,172.2,Cash,Retail Store,Germany,Medium,4.7,Mid,1
ORD103472,14-12-2025,New Balance,Model-599,Running,Unisex,9,Blue,157,15,133.45,4,533.8,Bank Transfer,Retail Store,UK,Low,4.8,Mid,1
ORD103473,01-06-2025,Puma,Model-427,Basketball,Women,11,White,214,5,203.3,4,813.2,Bank Transfer,Online,India,High,3.6,High,1
ORD103474,11-09-2019,Adidas,Model-432,Gym,Women,9,Blue,119,20,95.2,3,285.6,Wallet,Retail Store,Pakistan,Medium,3.9,Mid,1
ORD103475,27-12-2021,New Balance,Model-289,Basketball,Women,6,White,61,0,61.0,4,244.0,Bank Transfer,Online,Germany,Medium,3.6,Low,0
ORD103476,11-02-2024,Adidas,Model-899,Running,Unisex,11,Blue,99,20,79.2,1,79.2,Cash,Retail Store,USA,Medium,4.6,Mid,1
ORD103477,20-08-2021,Nike,Model-793,Basketball,Women,9,Black,147,20,117.6,1,117.6,Wallet,Retail Store,Germany,High,3.4,Mid,1
ORD103478,25-08-2021,ASICS,Model-718,Lifestyle,Unisex,9,White,98,5,93.1,2,186.2,Bank Transfer,Retail Store,Germany,Medium,4.3,Mid,1
ORD103479,24-01-2020,Nike,Model-802,Training,Women,7,Blue,83,20,66.4,2,132.8,Wallet,Online,India,High,3.8,Low,1
ORD103480,09-02-2023,Adidas,Model-504,Gym,Women,10,White,197,30,137.9,4,551.6,Card,Retail Store,USA,High,4.0,Mid,1
ORD103481,12-07-2025,ASICS,Model-488,Running,Women,6,White,72,30,50.4,3,151.2,Bank Transfer,Retail Store,UAE,Medium,3.7,Low,1
ORD103482,08-11-2025,Puma,Model-433,Lifestyle,Women,8,Black,99,20,79.2,1,79.2,Cash,Online,USA,High,4.4,Mid,1
ORD103483,28-10-2026,Nike,Model-748,Gym,Unisex,6,Grey,74,15,62.9,2,125.8,Card,Retail Store,UAE,Medium,5.0,Low,1
ORD103484,24-04-2018,Puma,Model-553,Training,Unisex,7,Grey,79,20,63.2,3,189.6,Cash,Online,Germany,Low,4.1,Low,1
ORD103485,13-10-2026,Nike,Model-967,Training,Men,11,White,182,0,182.0,4,728.0,Bank Transfer,Online,USA,High,4.7,High,0
ORD103486,28-02-2025,ASICS,Model-639,Basketball,Women,9,Black,125,5,118.75,2,237.5,Cash,Retail Store,USA,High,3.2,Mid,1
ORD103487,21-01-2020,Reebok,Model-274,Gym,Men,7,Blue,173,20,138.4,2,276.8,Wallet,Retail Store,India,High,4.6,Mid,1
ORD103488,26-12-2026,ASICS,Model-861,Training,Unisex,7,Grey,188,5,178.6,3,535.8,Bank Transfer,Retail Store,Germany,High,4.4,High,1
ORD103489,25-08-2025,Adidas,Model-817,Lifestyle,Men,8,Red,147,5,139.65,2,279.3,Wallet,Online,USA,High,3.1,Mid,1
ORD103490,15-03-2018,Nike,Model-790,Training,Men,11,Grey,214,5,203.3,3,609.9,Wallet,Online,Germany,High,3.4,High,1
ORD103491,27-12-2026,Reebok,Model-978,Basketball,Women,10,Grey,130,15,110.5,3,331.5,Cash,Retail Store,USA,High,3.6,Mid,1
ORD103492,19-05-2021,Puma,Model-323,Basketball,Unisex,7,Blue,159,5,151.05,2,302.1,Card,Online,USA,Low,4.1,High,1
ORD103493,09-11-2025,Puma,Model-705,Training,Men,10,Red,201,0,201.0,2,402.0,Wallet,Retail Store,India,Low,4.3,High,0
ORD103494,25-01-2023,New Balance,Model-814,Gym,Women,7,Black,121,15,102.85,1,102.85,Wallet,Retail Store,Germany,Medium,4.6,Mid,1
ORD103495,07-04-2021,Puma,Model-400,Training,Men,8,White,121,10,108.9,1,108.9,Card,Online,UK,Low,4.1,Mid,1
ORD103496,13-03-2024,New Balance,Model-723,Training,Women,6,Black,147,30,102.9,1,102.9,Card,Online,Pakistan,Low,4.8,Mid,1
ORD103497,05-10-2019,New Balance,Model-640,Gym,Women,7,White,157,20,125.6,3,376.8,Bank Transfer,Retail Store,USA,Low,3.7,Mid,1
ORD103498,25-02-2026,Adidas,Model-896,Training,Unisex,9,Black,212,20,169.6,4,678.4,Cash,Online,India,High,4.2,High,1
ORD103499,28-04-2022,Nike,Model-705,Lifestyle,Men,7,Blue,82,5,77.9,3,233.7,Bank Transfer,Online,Germany,Medium,4.9,Mid,1
ORD103500,17-12-2019,Adidas,Model-620,Running,Women,7,Black,219,20,175.2,1,175.2,Bank Transfer,Online,UK,High,3.3,High,1
ORD103501,24-12-2023,Puma,Model-235,Lifestyle,Unisex,11,White,194,30,135.8,1,135.8,Bank Transfer,Retail Store,USA,High,4.7,Mid,1
ORD103502,19-04-2026,ASICS,Model-972,Basketball,Men,10,Grey,169,5,160.55,1,160.55,Cash,Online,USA,High,4.3,High,1
ORD103503,30-06-2022,Nike,Model-143,Running,Unisex,8,Black,197,5,187.15,4,748.6,Bank Transfer,Online,UAE,Low,3.9,High,1
ORD103504,26-07-2019,Adidas,Model-886,Gym,Women,8,Black,176,30,123.2,3,369.6,Wallet,Retail Store,Germany,Medium,3.8,Mid,1
ORD103505,26-05-2022,Reebok,Model-527,Training,Unisex,8,Black,115,0,115.0,4,460.0,Bank Transfer,Retail Store,Pakistan,Low,3.9,Mid,0
ORD103506,20-12-2020,New Balance,Model-179,Running,Women,7,Blue,129,30,90.3,1,90.3,Wallet,Online,Germany,Medium,4.4,Mid,1
ORD103507,13-01-2025,Nike,Model-756,Basketball,Men,6,Black,210,20,168.0,3,504.0,Card,Online,UK,Low,3.1,High,1
ORD103508,01-07-2022,Adidas,Model-240,Basketball,Unisex,11,Grey,81,20,64.8,3,194.4,Bank Transfer,Online,Pakistan,Medium,5.0,Low,1
ORD103509,25-07-2025,Reebok,Model-151,Gym,Men,10,Blue,168,5,159.6,2,319.2,Card,Online,UAE,Low,4.7,High,1
ORD103510,26-11-2023,Reebok,Model-828,Running,Men,11,Blue,122,15,103.7,2,207.4,Bank Transfer,Online,Pakistan,High,4.7,Mid,1
ORD103511,10-07-2026,Nike,Model-535,Lifestyle,Unisex,9,Black,61,0,61.0,3,183.0,Wallet,Retail Store,India,High,4.9,Low,0
ORD103512,16-08-2025,ASICS,Model-708,Running,Women,6,Blue,190,10,171.0,1,171.0,Wallet,Online,Pakistan,Medium,4.2,High,1
ORD103513,02-08-2021,Reebok,Model-943,Running,Unisex,11,Blue,94,5,89.3,1,89.3,Wallet,Online,Pakistan,Medium,4.8,Mid,1
ORD103514,13-10-2025,Nike,Model-808,Basketball,Men,6,Red,140,30,98.0,3,294.0,Bank Transfer,Online,Pakistan,High,3.9,Mid,1
ORD103515,25-03-2021,Nike,Model-919,Running,Women,11,White,136,15,115.6,3,346.8,Cash,Online,Germany,High,3.4,Mid,1
ORD103516,17-06-2026,Adidas,Model-234,Running,Women,7,Red,80,10,72.0,1,72.0,Bank Transfer,Online,Germany,Medium,4.5,Low,1
ORD103517,12-09-2018,New Balance,Model-982,Lifestyle,Unisex,6,Blue,180,20,144.0,2,288.0,Cash,Online,USA,Medium,4.6,Mid,1
ORD103518,31-05-2024,Adidas,Model-432,Running,Unisex,6,Red,215,5,204.25,4,817.0,Cash,Online,India,Low,3.6,High,1
ORD103519,09-07-2018,Reebok,Model-115,Basketball,Women,9,Grey,96,20,76.8,2,153.6,Cash,Online,India,Low,3.2,Mid,1
ORD103520,15-02-2019,New Balance,Model-261,Running,Unisex,9,Blue,198,10,178.2,3,534.6,Wallet,Retail Store,India,Medium,4.2,High,1
ORD103521,26-07-2024,New Balance,Model-883,Lifestyle,Women,7,Red,103,15,87.55,4,350.2,Cash,Retail Store,India,High,3.0,Mid,1
ORD103522,17-03-2019,ASICS,Model-220,Gym,Women,9,Blue,215,15,182.75,4,731.0,Cash,Online,India,Low,4.6,High,1
ORD103523,06-05-2024,ASICS,Model-263,Basketball,Women,11,Grey,112,30,78.4,1,78.4,Cash,Online,UK,Low,3.3,Mid,1
ORD103524,26-06-2025,Nike,Model-987,Lifestyle,Men,6,Grey,115,5,109.25,2,218.5,Card,Retail Store,UAE,Low,4.6,Mid,1
ORD103525,27-12-2026,Nike,Model-218,Training,Men,9,Black,157,5,149.15,1,149.15,Cash,Online,USA,Low,4.4,Mid,1
ORD103526,11-03-2024,New Balance,Model-605,Lifestyle,Men,8,Black,217,10,195.3,3,585.9,Card,Retail Store,India,High,3.3,High,1
ORD103527,13-02-2023,Puma,Model-151,Gym,Men,10,Grey,62,0,62.0,4,248.0,Bank Transfer,Online,UK,Medium,4.6,Low,0
ORD103528,30-11-2024,Adidas,Model-115,Basketball,Women,10,Black,113,20,90.4,1,90.4,Cash,Online,UK,Medium,3.4,Mid,1
ORD103529,02-12-2026,New Balance,Model-598,Lifestyle,Unisex,7,Red,106,10,95.4,1,95.4,Bank Transfer,Online,UK,Medium,3.7,Mid,1
ORD103530,11-11-2022,Nike,Model-616,Running,Men,6,Red,81,10,72.9,2,145.8,Wallet,Online,India,High,3.4,Low,1
ORD103531,10-03-2024,Reebok,Model-308,Training,Men,8,Grey,100,15,85.0,3,255.0,Cash,Online,USA,High,3.8,Mid,1
ORD103532,11-06-2025,Adidas,Model-757,Running,Unisex,8,Black,112,20,89.6,2,179.2,Cash,Retail Store,Germany,High,3.1,Mid,1
ORD103533,29-04-2026,ASICS,Model-154,Running,Women,9,Blue,108,30,75.6,3,226.8,Bank Transfer,Online,Germany,Low,3.0,Mid,1
ORD103534,01-10-2025,New Balance,Model-639,Gym,Men,8,White,80,5,76.0,1,76.0,Card,Online,UK,Medium,4.8,Mid,1
ORD103535,25-10-2021,Puma,Model-631,Lifestyle,Men,9,Black,99,10,89.1,1,89.1,Cash,Online,Pakistan,Low,4.9,Mid,1
ORD103536,23-05-2018,Reebok,Model-636,Basketball,Women,6,Grey,199,0,199.0,4,796.0,Wallet,Online,UAE,Low,3.6,High,0
ORD103537,22-03-2023,ASICS,Model-603,Training,Women,7,Red,63,0,63.0,3,189.0,Wallet,Online,UK,High,4.8,Low,0
ORD103538,01-08-2018,Puma,Model-791,Lifestyle,Men,6,Grey,130,15,110.5,3,331.5,Cash,Retail Store,India,High,4.1,Mid,1
